cons,anio_reg,nombre_estacion,direccion,codigo_postal,ciudad,estado,telefono,latitude,longitude,electrolineras_totales,cargadores_01,tipo_01,potencia_01,cargadores_02,tipo_02,potencia_02,cargadores_03,tipo_03,potencia_03,cargadores_04,tipo_04,potencia_04,cargadores_05,tipo_05,potencia_05
1776,2026,BMW Auto Premium Tampico,"Lomas de Rosales 101, Lomas de Rosales, 89100 Tampico, Tamps., Mexico",89100,Tampico,Tamaulipas,sin dato,22.2665165,-97.8744134,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1777,2026,City Express Nuevo Laredo,"Av Cesar Lopez de Lara 3940, Militar, 88289 Nuevo Laredo, Tamps., Mexico",51805,Nuevo Laredo,Tamaulipas,sin dato,27.4620082,-99.5181569,3,2,Tesla D,11.5,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1778,2026,Estaciones de Servicio Nexum,"Av. Miguel Hidalgo 1913, Smith, 89140 Tampico, Tamps., Mexico",89140,Tampico,Tamaulipas,sin dato,22.2393656,-97.8696516,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1779,2026,Gasolinera Jebla Tampico,"Carrt. Victoria-Zaragoza Km 16 Tramo Tampico-Ejido, 87261 Cd Victoria, Tamps., Mexico",87261,Victoria,Tamaulipas,sin dato,23.7694589,-99.1107076,1,1,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1780,2026,JAC Tampico,"Avenida Hidalgo 6023 Colonia Nuevo Aeropuerto C.P. 89337 Tampico, Tamaulipas",89337,Tampico,Tamaulipas,sin dato,22.285523,-97.8735145,4,4,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1781,2026,Nissan Ciudad Mante,"Calle Alvaro Obregon 803, Ciudad Mante Centro, 89800 Ciudad Mante, TAMPS, Mexico",89800,El Mante,Tamaulipas,52 831 232 2190,22.7419102,-98.9804047,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1782,2026,Nissan Victoria,"Calle Francisco I. Madero 730–733, Victoria Centro, 87000 Ciudad Victoria, TAMPS, Mexico",87000,Victoria,Tamaulipas,52 834 318 2650,23.7376957,-99.1518737,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1783,2026,Veterinaria La Herradura,"Sin nombre No. 30 SN-C VETERINARIA LA HERRADURA, Rancho La Herradura, 89364 Tampico, Tamps., Mexico",89364,Tampico,Tamaulipas,sin dato,22.2711747,-97.8771596,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1784,2026,Nissan Tampico Altamira,"12 Carretera Tampico - Mante KM., Altamira, TM, 89600",89600,Altamira,Tamaulipas,sin dato,22.4257375,-97.9476447,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1785,2026,Nissan Tampico Hidalgo,"6020 Av. Hidalgo No., Tampico, HG, 89369",89369,Tampico,Tamaulipas,sin dato,22.2830429,-97.8741158,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1786,2026,Nissan Tampico Madero,"Boulevard Adolfo Lopez Mateos No.1100, Madero, TM, 89440",89440,Ciudad Madero,Tamaulipas,sin dato,22.2628388,-97.8501317,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1787,2026,Val Quirico,Carretera Xoxtla Km 2 No. 101 Santa Isabel Tetlatlauhca,90710,Nativitas,Tlaxcala,52 222 279 6534,19.1801618,-98.3006419,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1788,2026,Antigua Estacion,"Blvrd E. Sanchez Piedras 409D, Centro, 90300 Cdad. de Apizaco, Tlax., Mexico",21986,Apizaco,Tlaxcala,sin dato,19.418187,-98.1374583,2,1,Tesla D,11.5,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1789,2026,Hotel Holiday Inn Tlaxcala,"Acxotecatl 154, 90459 San Dionisio Yauhquemehcan, Tlax., Mexico",90459,Yauhquemehcan,Tlaxcala,sin dato,19.3661688,-98.1816545,2,2,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1790,2026,JAC TLAXCALA,"Carr Mexico-Veracruz 2821, San Lorenzo Tlacualoyan, 90450 San Lorenzo Tlacualoyan, Tlax., Mexico",90450,Yauhquemehcan,Tlaxcala,sin dato,19.4038893,-98.171821,2,2,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1791,2026,Molino De Los Reyes,"calle los molinos s/n Los Reyes Quiahuixtlan, Tlax., Mexico",37247,Los Reyes Quiahuixtlan,Tlaxcala,52 246 468 5560,19.3427726,-98.2512696,3,1,SAEJ1772,7,2,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1792,2026,Nissan Apizaco,"Sexta 617, 90450 Santa ursula Zimatepec, Tlax., Mexico",90450,Yauhquemehcan,Tlaxcala,sin dato,19.4161045,-98.1566162,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1793,2026,Plaza Paque Vertice,"Guillermo Valle 111, Centro, 90000 Tlaxcala de Xicohtencatl, Tlax., Mexico",90000,Tlaxcala,Tlaxcala,sin dato,19.3243631,-98.2298427,2,1,Tesla D,11.5,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1794,2026,Restaurante La Quinta,"Avenida Independencia Nacionalnumero 2049, Colonia Las Lanzas, Autlan de Navarro, Jalisco, Mexico, 48900",90250,Tlaxco,Tlaxcala,sin dato,19.7757993,-104.3577106,1,1,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1795,2026,City Express Minatitlan,Blvd. Instituto Tecnologico Km 711 Lt 39 Mza 28 Col. Nueva Minatitlan,96760,Minatitlan,Veracruz,52 922 225 0880,17.9916268,-94.5734991,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1796,2026,Double Tree Hilton Veracruz,Blvd. Manuel avila Camacho 707 Costa Verde,91900,Veracruz,Veracruz,52 229 923 5750,19.1941787,-96.1264823,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1797,2026,Estacionamiento Yamel,Calle 1 16 Centro,94500,Cordoba,Veracruz,52 271 714 7066,18.019498,-92.914894,2,2,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1798,2026,Fiesta Americana Veracruz,Prol. Blvd. Manuel Avila Camacho S/N Col. Fraccionamiento Costa de Oro,94299,Boca del Rio,Veracruz,52 229 989 8989,19.1532615,-96.0966753,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1799,2026,Fiesta inn Coatzacoalcos,"Boulevard Costero No. 801 Santa Isabel, Celanese Mexicana",96538,Coatzacoalcos,Veracruz,52 921 211 1700,18.1468849,-94.4796541,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1800,2026,Fiesta Inn Poza Rica,Av. Ej. Mexicano 103 Palma Sola,93320,Poza Rica de Hidalgo,Veracruz,52 782 826 1600,20.5458703,-97.4613331,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1801,2026,Fiesta Inn Veracruz Boca del Rio,Prol. Manuel Avila Camacho S/N Fracc. Costa de Oro,94299,Boca del Rio,Veracruz,52 229 923 1000,19.1532615,-96.0966753,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1802,2026,Fiesta Inn Veracruz Malecon,General Figueroa 68 Faros,91700,Veracruz,Veracruz,52 229 923 1500,19.201137,-96.132282,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1803,2026,Fiesta Inn Xalapa,Carretera Xalapa - Veracruz km 2.5 Fracc. Las Animas,91190,Xalapa,Veracruz,52 228 841 6800,19.5152724,-96.8756002,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1804,2026,Gamma Fiesta Americana Xalapa Nubara,Av. Ruiz Cortines 912 Col. Unidad Del Bosque,91010,Xalapa,Veracruz,52 228 842 3400,19.558173,-96.931181,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1805,2026,Hotel Galeria Plaza Veracruz,Blvd. Adolfo Ruiz Cortinesnumero 3495 Mocambo,94294,Boca del Rio,Veracruz,52 229 989 0505,19.1388822,-96.1052586,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1806,2026,Hotel Mision Orizaba,Oriente 6 No. 464 Centro,94300,Orizaba,Veracruz,52 272 724 0077,18.8474309,-97.1004967,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1807,2026,Mision Xalapa Plaza de las Convenciones,Avenida 20 de Noviembre Oriente 455 Modelo,91040,Xalapa,Veracruz,52 228 818 2020,21.0028419,-102.1759962,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1808,2026,One Xalapa,Blvd. Cristobal Colon 26 Fracc. Las Animas,91190,Xalapa,Veracruz,52 228 141 1800,16.6174771,-96.0352821,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1809,2026,Plaza El Dorado,Carr. Federal Paso del Toro - Boca del Rio -Anton Lizardo 4405 El Novillero,94290,Boca del Rio,Veracruz,52 229 986 1196,19.094533,-96.1075689,6,6,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1810,2026,Plaza Valle Orizaba,Circunvalacion 1430 El Espinal,94330,Orizaba,Veracruz,52 272 721 0710,16.4832743,-95.0364522,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1811,2026,Andamar Lifestyle Center,"Bv Adolfo Ruiz Cortines 4300, Arrecifes, Zona Hotelera, 94298 Veracruz, Ver, Mexico",94298,Boca del Rio,Veracruz,sin dato,19.1389883,-96.1002911,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1812,2026,BMW Vecsa Veracruz,"Punta Tiburon 4450, 95264 Veracruz, MX",95264,Alvarado,Veracruz,sin dato,19.0653598,-96.0904274,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1813,2026,Cargador Mercedez Benz,"Ixtaczoquitlan - Orizaba 3090, Sin Nombre, 94300 Orizaba, Ver., Mexico",94300,Orizaba,Veracruz,sin dato,18.8591595,-97.0703002,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1814,2026,Estacionamiento Yamel,"Calle 1 16 Centro, Cordoba, Veracruz, Mexico, 94500",94600,Cordoba,Veracruz,sin dato,18.8949561,-96.9353686,2,2,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1815,2026,Galeria Plaza Veracruz,"Av. Las Americas 1, Zona Hotelera, 94298 Boca del Rio, Ver., Meksyk",94297,Boca del Rio,Veracruz,sin dato,19.1400374,-96.1048854,3,1,SAEJ1772,7,2,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1816,2026,Gamma de Fiesta Americana Xalapa,"Av. Ruiz Cortines 912 Col. Unidad Del Bosque, Xalapa, Veracruz, Mexico, 91010",91017,Xalapa,Veracruz,sin dato,19.558173,-96.931181,3,1,SAEJ1772,7,2,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1817,2026,JAC Coatzacoalcos,"96523 Coatzacoalcos, Veracruz de Ignacio de la Llave, Mexico",96523,Coatzacoalcos,Veracruz,52 921 478 1030,18.1452146,-94.4701047,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1818,2026,Jac Veracruz,"P.º Ejercito Mexicano Pte. 3520, Boca del Rio, 94297 Veracruz, Ver., Mexico",14396,Veracruz,Veracruz,sin dato,19.1440245,-96.1338346,2,2,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1819,2026,JAC Xalapa,"Rubi Animas, 91198 Xalapa Enriquez, Ver, Mexico",91198,Xalapa,Veracruz,52 228 841 6570,19.513675,-96.8846971,1,1,GB/T AC,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1820,2026,Mercedes Benz,"Avenida Lazaro Cardenas, El Olmo, 91194 Las Trancas, VER, Mexico",91194,El Olmo,Veracruz,sin dato,19.5250407,-96.896919,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1821,2026,Mision Los Cocuyos,"Carretera - Conejos km. 2, Huatusco, Veracruz, Mexico, 94100",94100,Huatusco,Veracruz,sin dato,19.1484384,-96.9611773,2,2,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1822,2026,NEWO Station at Fiesta Americana,"Prol, Blvd. Manuel avila Camacho S/N, Costa de Oro, 94299 Veracruz, Ver., Mexico",94299,Boca del Rio,Veracruz,sin dato,19.1532615,-96.0966753,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1823,2026,Nissan Acayucan,"C. juan de la Luz Enriquez LB, Francisco Villa, 96020 Acayucan, Ver., Mexico",96020,Acayucan,Veracruz,sin dato,17.9610683,-94.9190138,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1824,2026,Nissan Car One Tuxpan,"C. 15 de Julio 8, CTM, 92870 Tuxpam de Rodriguez Cano, Ver., Mexico",92870,Tuxpan,Veracruz,sin dato,20.9479411,-97.3847522,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1825,2026,Nissan Coatzacoalcos,"Av Pino Suarez 600, Palma Sola, 96579 Coatzacoalcos, Ver., Mexico",96576,Coatzacoalcos,Veracruz,sin dato,18.1381207,-94.4345636,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1826,2026,Nissan Gasme Cordoba,"Km. 334 Boulevard Cordoba – Fortin Num. 104 Col, San Nicolas, 94540 Cordoba, Ver., Mexico",94540,Cordoba,Veracruz,sin dato,18.8998027,-96.9685669,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1827,2026,Nissan Gasme Orizaba,"Ote. 6 No. 983, Rafael Alvarado, 94340 Orizaba, Ver., Mexico",94340,Orizaba,Veracruz,sin dato,18.8551136,-97.0763162,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1828,2026,Nissan Martinez,"Av. Maximino avila Camacho 404, Centro, 93600 Martinez de la Torre, Ver., Mexico",93600,Martinez de la Torre,Veracruz,52 232 324 1630,20.0603751,-97.0583309,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1829,2026,Nissan Sado Perote,"Calle Alejandro Von Humbolt 603, Perote Centro, 91270 Perote, VER, Mexico",91270,Perote,Veracruz,sin dato,19.5682081,-97.2392565,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1830,2026,Nissan Shinyu,"Av. Xalapa 564, Rafael Lucio, 91110 Xalapa Enriquez, Ver.",91110,Xalapa,Veracruz,52 228 842 3200,19.5606714,-96.9277901,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1831,2026,Nissan Zero Emission Charging Station,"Carret. Fed. Matamoros Puerto-Juàrez No.77, Andsa, Av. Benito Juarez 50, 95718 San Andres Tuxtla, Ver.",95718,San Andres Tuxtla,Veracruz,sin dato,18.4522599,-95.2207748,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1832,2026,Palm Beach,"96MFGC Monte Obscuro, Ver., Mexico",91636,Emiliano Zapata,Veracruz,sin dato,19.3961539,-96.7887205,1,1,Wall,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1833,2026,Plaza el dorado,"Boulevard Miguel Aleman, Boca del Rio, VER, Mexico",91000,Xalapa,Veracruz,sin dato,19.1062297,-96.1052969,4,1,SAE J1772,7,sin dato,sin dato,sin dato,3,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1834,2026,Plaza Faro,"Av. Sur 33, Centro, 94364 Orizaba, Ver., Mexico",94364,Orizaba,Veracruz,52 800 228 8145,18.8480965,-97.0880334,4,4,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1835,2026,Plaza Torres,"Av Universidad Veracruzana 122, Fovissste, 96537 Coatzacoalcos, Ver., Mexico",96537,Coatzacoalcos,Veracruz,sin dato,18.142088,-94.4816178,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1836,2026,SUITES LAYFER,CALLE 5 2306 ENTRE AVS 23 Y 25 FRACC ALAMEDA C.P. 94580 CORDOBA VERACRUZ,94580,Cordoba,Veracruz,52 271 717 3200,18.8870419,-96.940029,2,1,SAEJ1772,7,1,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1837,2026,Tesla Estacion de Recarga - INPI Tepexi,"Estacionamiento del Panteon Municipal, Calle Defensores del 6 de Julio, N/A Colonia San Sebastian, Tepexi de Rodriguez.",92524,Cerro Azul,Veracruz,sin dato,18.5834778,-97.9290325,2,2,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1838,2026,Volvo,"Av. Las Americas 241, De Las Americas, Primero de Mayo Nte, 94299 Veracruz, Ver., Mexico",94299,Boca del Rio,Veracruz,sin dato,19.1408274,-96.1061954,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1839,2026,Nissan Banzai Rafael Cuervo,"2206 Av. Rafael Cuervo No., Veracruz, VE, 91800",91800,Veracruz,Veracruz,sin dato,19.2144444,-96.1911111,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1840,2026,Nissan San Andres T,"Carret. Fed. Matamoros Puerto-Juàrez No.77, San Andres Tuxtla, VE, 95730",95730,San Andres Tuxtla,Veracruz,sin dato,18.4493375,-95.2253625,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1841,2026,Nissan Tierra Blanca,"Carretera Federal 145 s/n, Tierra Blanca, VE, 95190",95190,Tierra Blanca,Veracruz,sin dato,18.4511064,-96.3518891,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1842,2026,Nissan Veracruz Imperio,"997 Ejercito Mexicano No., Boca del Rio, VE, 94298",94298,Boca del Rio,Veracruz,sin dato,19.1408276,-96.111857,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1843,2026,Nissan Xalapa,"564 Av. Xalapa No., Xalapa, VE, 91110",91110,Xalapa,Veracruz,sin dato,19.5606714,-96.9277901,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1844,2026,Ceiba de la Xtabay,Calle 33 DiagonalNo. 224 INT. B X 33 Y 35 Colonia Poligono108 Itzimna,97143,Merida,Yucatan,52 99 943 9867,20.9875699,-89.5714264,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1845,2026,Chable Resort Spa,San Antonio Chable,97816,Chochola,Yucatan,52 55 4161 3085,21.0202777,-87.72,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1846,2026,Country Hotel Suites,"184 Calle 42 Num 184 entre 33 y 35, Colonia Centro",97780,Valladolid,Yucatan,sin dato,23.634501,-102.552784,1,1,Tesla D,10,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1847,2026,El Castellano Gamma Merida Centro Historico,"Calle 57numero 513, 62 y 64 Centro",97000,Merida,Yucatan,52 999 930 0100,20.9705825,-89.6247253,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1848,2026,Fiesta Americana Merida,Paseo Montejo No. 451 Centro,97000,Merida,Yucatan,52 999 942 1111,20.9863055,-89.6188856,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1849,2026,Hacienda Teya,Carretera Merida Peto suarez km 12.5 Hacienda Teya,97370,Kanasin,Yucatan,52 999 988 0800,20.936608,-89.52123,3,3,Tesla D,16,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1850,2026,Hotel Mision Merida Panamericana,"Calle 59 455 x 52 y 54, Centro",97000,Merida,Yucatan,52 999 923 9221,20.9683546,-89.6179145,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1851,2026,Plaza Altabrisa,Calle 7 452 Por 20 y 22 Frac. Altabrisa,97130,Merida,Yucatan,52 999 167 9719,32.531627,-116.9749402,7,7,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1852,2026,The Harbor Merida,Ricardo el Vate Lopez Mendez 61 Zona Industrial,97180,Merida,Yucatan,52 55 4170 1400,21.0448329,-89.6300627,6,6,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1853,2026,Urban Center Merida,Avenida Camara de Comercio 174 Monterreal,97133,Merida,Yucatan,52 999 406 0734,21.0190869,-89.5957594,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1854,2026,"Merida, YUC",185 Av. Andres Garcia Lavin,97117,Merida,Yucatan,01 800 228 8145,21.0385039,-89.6042669,4,4,Tesla SC,250,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
1855,2026,"Valladolid, YUC",KM 152700 Autopista Merida-Cancun,97780,Valladolid,Yucatan,01 800 228 8145,21.161908,-86.8515279,4,4,Tesla SC,250,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
