cons,anio_reg,nombre_estacion,direccion,codigo_postal,ciudad,estado,telefono,latitude,longitude,electrolineras_totales,cargadores_01,tipo_01,potencia_01,cargadores_02,tipo_02,potencia_02,cargadores_03,tipo_03,potencia_03,cargadores_04,tipo_04,potencia_04,cargadores_05,tipo_05,potencia_05
88,2026,Shimul,"Rancho Pet'ay s/n, Valle de Guadalupe, B.C., Mexico",22750,Ensenada,Baja California,sin dato,32.1045587,-116.623395,3,2,Tesla D,11.5,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
89,2026,SORBO,"Zapata 331, Francisco Zarco, 22753 Francisco Zarco (Valle de Guadalupe), B.C., Mexico",22753,Francisco Zarco,Baja California,52 646 342 4177,32.1018293,-116.581347,1,1,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
90,2026,Staybridge Suites Puebla,"Boulevard Hermanos Serdan 810, 72020 Pue., Mexico",72020,Heroica Puebla de Zaragoza,Puebla,sin dato,19.0933632,-98.2286464,3,1,SAEJ1772,7,2,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
91,2026,Terra Del Valle,"Camino San Jose de la Zorra, Baja California, Mexico",22755,Ejido El Porvenir,Baja California,52 646 117 3645,32.0976321,-116.8436635,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
92,2026,Torre Lucerna,"Av. Teniente Jose Azueta 120, San Marino, 22870 Ensenada, B.C., Mexico",22870,Ensenada,Baja California,sin dato,31.8565827,-116.6352048,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
93,2026,Troika,"Ensenada, Baja California, Mexico",22750,Ensenada,Baja California,sin dato,31.8557021,-116.6057392,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
94,2026,Vinas de Garza,"Carretera Tecate - Ensenada Km 87 Valle de Guadalupe, Ensenada, Baja California, Mexico, 22650",22650,Tijuana,Baja California,sin dato,32.0261242,-116.615324,4,1,SAEJ1772,7,3,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
95,2026,Vinicola Decantos,"Rancho San Miguel Fraccion A, S/N Ejido El Porvenir, Ensenada, Baja California, Mexico, 22755",22753,Ensenada,Baja California,sin dato,32.0756669,-116.6243396,3,2,Tesla D,11.5,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
96,2026,Vinicola Maglen,Carretera ensenada Tecate km 90.8 las lomas,21447,Tecate,Baja California,52 1 646 210 2947,32.563609,-116.6256752,1,1,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
97,2026,Grand Fiesta Americana Los Cabos All Inclusive Golf,"Km 10.3, Carr. Transpeninsular Cabo del Sol",23410,Cabo San Lucas,Baja California Sur,52 624 145 6200,22.9218099,-109.8439338,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
98,2026,Hotel Cuesta Real,Carret Transpeninsular Km. 132 Las Huertas,23880,Loreto,Baja California Sur,sin dato,26.897669,-111.96527,2,2,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
99,2026,Hotel Doce Ballenas,Blvd Benito Juarez esq/ Belisario Dominguez Centro,23700,Comondu,Baja California Sur,52 6136882222,20.2124172,-97.3055577,3,3,Tesla D,9,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
100,2026,Hotel La Huerta,34 Profesor Valdivia,23930,Mulege,Baja California Sur,52 615 154 0116,19.3762002,-99.1361138,2,2,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
101,2026,Hotel One la Paz,Nicolas Bravo No.590 Esq. Ignacio Altamirano Zona Central,23000,La Paz,Baja California Sur,52 612 123 6530,24.1550345,-110.3134276,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
102,2026,Hotel Plaza Loreto,Av. Miguel Hidalgo 2 Col. Centro,23880,Loreto,Baja California Sur,52 613 135 1731,19.2859213,-98.433502,2,2,Tesla D,6,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
103,2026,Hotel Terrasal,Blvd.Emiliano Zapata s/n Col. Fundo Legal,23940,Mulege,Baja California Sur,52 615 157 0133,31.3308477,-110.9461929,2,2,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
104,2026,Maria de Nadie Hotel Boutique,Belisario Dominguez entre Rosaura Zapata e Ignacio Zaragoza,23600,Comondu,Baja California Sur,52 613 132 8236,19.3049141,-99.1328173,2,2,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
105,2026,Paseo Esperanza,Carretera Transpeninsular Km. 25 Cerro Colorado,23400,Los Cabos,Baja California Sur,52 667 690 5100,23.0049036,-109.7312748,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
106,2026,Patio Plaza Los Cabos,Carr. Todos Santos - Los Cabos Los Aguajitos,23473,Los Cabos,Baja California Sur,52 624 146 4547,23.2737615,-109.6018172,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
107,2026,Plaza Paseo la Paz,Libramiento Sur Daniel Roldan No. 1515 Int. A-1 San Antonio El Zacatal,23090,La Paz,Baja California Sur,52 612 124 1638,24.1188275,-110.3359511,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
108,2026,Plaza Patio San Jose,Calle Valerio Gonzalez 137 Campo de Golf Fonatur,23400,Los Cabos,Baja California Sur,52 624 142 4459,23.0544228,-109.7020027,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
109,2026,Puerta Cortes,km 7.5 Carretera a Pichilingue,23060,La Paz,Baja California Sur,52 612 175 0100,24.0705072,-110.2999336,1,1,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
110,2026,Sheraton Los Cabos,Corredor Turistico Km. 10 Lote D Cabo del Sol,23410,Cabo San Lucas,Baja California Sur,52 624 145 8000,22.9218099,-109.8439338,3,3,Tesla D,9,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
111,2026,Solaz Los Cabos,"Corredor Turistico s/n, Km 18.5 Cabo Real",23405,Los Cabos,Baja California Sur,52 624 151 6022,22.9920502,-109.7676317,2,2,Tesla D,13,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
112,2026,Viceroy Los Cabos,Paseo Malecon San Jose Lote 8 Zona Hotelera,23400,Los Cabos,Baja California Sur,52 624 104 9999,23.0422019,-109.7035791,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
113,2026,Villa del Palmar at The Islands of Loreto,m. 84 Calle Carretera Transpeninsular Ensenada Blanca,23880,Loreto,Baja California Sur,52 613 134 1010,25.717947,-111.233261,2,2,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
114,2026,Hotel One,590 Calle Ignacio Altamirano 23000,23000,La Paz,Baja California Sur,sin dato,24.14226,-110.3236241,3,2,Tesla D,11.5,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
115,2026,East Cape RV Park,"C. 20 Noviembre 185, 23330 Los Barriles, B.C.S., Mexico",23330,La Paz,Baja California Sur,52 1526241410231,23.6884913,-109.6981658,1,1,NEMA 14-50,7.68,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
116,2026,EV Workshop,"Constitucion 422, Zona Central, 23000 La Paz, B.C.S., Mexico",23000,La Paz,Baja California Sur,1 206-852-2779,24.161841,-110.3105147,3,1,Tesla D,11.5,2,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
117,2026,Grand Velas Los Cabos,"Carretera Transpeninsular Km 173 Corredor Turistico Los Cabos, Cabo San Lucas, Baja California Sur, Mexico, 23405",23405,Los Cabos,Baja California Sur,sin dato,30.720569,-115.9891834,2,2,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
118,2026,Hilton Los Cabos Beach & Golf Resort (1),"Km. 19.5, Carr. Transpeninsular, Caudillos del Sur, 23447 Cd Apodaca, B.C.S., Mexico",23447,Apodaca,Baja California Sur,sin dato,26.0444446,-111.6660725,2,2,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
119,2026,Hilton Los Cabos Beach & Golf Resort (2),"Mexico 1, Tourist Corridor, 23400 B.C.S., Mexico 1, 23400 Los Cabos, MX",23400,Los Cabos,Baja California Sur,52 624 145 6500,22.9646329,-109.799094,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
120,2026,Hotel Cuesta Real,"Carret Transpeninsular Km. 132 Las Huertas, Mulege, Baja California Sur, Mexico, 23880",96527,Mulege,Baja California Sur,sin dato,27.6877946,-113.4131297,2,2,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
121,2026,Hotel Doce Ballenas,"Blvd Benito Juarez esq/ Belisario Dominguez Centro, Ciudad Insurgentes, Baja California Sur, Mexico, 23700",52883,Ciudad Insurgentes,Baja California Sur,sin dato,25.263836,-111.7777428,3,2,Tesla D,11.5,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
122,2026,Hotel Terrasal,"Blvd.Emiliano Zapata s/n, Col. Fundo Legal, 23940 Guerrero Negro, B.C.S., Mexico",23940,Mulege,Baja California Sur,sin dato,27.9676261,-114.0297071,2,2,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
123,2026,Mercedes Benz Dealership,"Carr. Al Nte. 4355, La Selva Fidepaz, 23030 La Paz, B.C.S., Mexico",30313,La Paz,Baja California Sur,sin dato,24.135387,-110.339174,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
124,2026,MG La Paz,"Blvd. Constituyentes de 1975 4655, El Conchalito, 23090 La Paz, B.C.S.",23090,La Paz,Baja California Sur,sin dato,24.1362421,-110.3384897,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
125,2026,Nissan Vamsa La Paz,"5 de Febrero 1050, Zona Central, 23000 La Paz, B.C.S., Mexico",23000,La Paz,Baja California Sur,sin dato,24.1454711,-110.3166819,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
126,2026,Patio Plaza Los Cabos,"Carr. Todos Santos - Los Cabos Los Aguajitos, Cabo San Lucas, Baja California Sur, Mexico, 23473",23473,Cabo San Lucas,Baja California Sur,52 800 228 8145,22.9036224,-109.9644264,3,2,Tesla D,11.5,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
127,2026,Plaza Paseo La Paz,"Carretera Federal 1, La Paz, B.C.S., Mexico",23030,La Paz,Baja California Sur,sin dato,24.0663996,-110.3053893,4,1,SAEJ1772,7,3,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
128,2026,Plaza Patio San Jose,"Cerro Del Vigia, Campo de Golf Fonatur, Cabo San Lucas, B.C.S., Mexico",23406,San Jose del Cabo,Baja California Sur,sin dato,23.0505611,-109.7025661,3,2,Tesla D,11.5,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
129,2026,Puerta Cortes,"KM 7.5 Carretera a Pichilingue, La Paz, Baja California Sur, Mexico, 23010",23010,La Paz,Baja California Sur,sin dato,24.0705072,-110.2999336,1,1,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
130,2026,Rancho Bugambilias,"CARRETERA, Carr. Mexicali - San Felipe Supermanzana KM 178.5, 21853 San Felipe, B.C., Mexico",21853,San Felipe,Baja California Sur,52 686 238 9423,31.0304304,-114.8581823,1,1,NEMA 14-50,7.68,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
131,2026,Sheraton Los Cabos,"Corredor Turistico KM 10 Lote D, Cabo del Sol, 23450 Los Cabos, B.C.S., Mexico",23450,Los Cabos,Baja California Sur,sin dato,22.9218099,-109.8439338,3,3,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
132,2026,Solaz Los Cabos,"Corredor Turistico s/n, Km 18.5 Cabo Real, San Jose del Cabo, Baja California Sur, Mexico, 23405",23405,Los Cabos,Baja California Sur,sin dato,22.9920502,-109.7676317,1,1,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
133,2026,Viceroy Los Cabos,"Paseo Malecon San Jose Lote 8, Zona Hotelera, 23400 San Jose del Cabo, Baja California Sur, Mexico",23405,Los Cabos,Baja California Sur,sin dato,23.0422019,-109.7035791,2,2,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
134,2026,Waldorf Astoria Los Cabos Pedregal,"Camino del Mar 1, Pedregal, 23455 Cabo San Lucas, B.C.S., Mexico 1, 23455 Pedregal, Mexico",23455,Los Cabos,Baja California Sur,52 624 163 4300,22.8752688,-109.9113544,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
135,2026,Fiesta Inn Ciudad del Carmen,"Av. Periferico Norte s/n Parque Alameda, Colonia Centro",24170,Carmen,Campeche,52 938 381 0200,19.431252,-99.146999,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
136,2026,Fiesta Inn Loft Ciudad del Carmen,Avenida Luis Donaldo Colosio Esq Calle 20 S/N Miguel de la Madrid,24130,Carmen,Campeche,52 938 500 7040,19.3262912,-99.053715,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
137,2026,Gamma Campeche Malecon,Av. Ruiz Cortines No. 51 Col. Centro,24000,Campeche,Campeche,52 981 811 9191,25.7041354,-100.3147346,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
138,2026,Fiesta Inn Ciudad del Carmen,"Avenida Luis Donaldo Colosio Esq Calle 20 S/N, Miguel de la Madrid, Puntilla, 24130 Cd del Carmen, Camp., Mexico",24130,Ciudad del Carmen,Campeche,sin dato,18.6440737,-91.8068144,4,1,SAEJ1772,7,3,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
139,2026,Ford Campeche,"Av. Maestros Campechanos 528 A, Amp Miguel Hidalgo, 24094 San Francisco de Campeche, Camp., Mexico",24094,Campeche,Campeche,sin dato,19.8103003,-90.5302373,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
140,2026,Hotel Global Express - Escarcega,"Km 152 Int. 1, Ignacio Zaragoza. Escarcega Campeche 24350",24350,Escarcega,Campeche,52 982 121 3295,18.6093921,-90.7514986,1,1,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
141,2026,MG,"AV, Av. Maestros Campechanos, Multunchac, 24062 San Francisco de Campeche, Camp., Mexico",24062,San Francisco de Campeche,Campeche,sin dato,19.8065626,-90.528505,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
142,2026,Nissan Campeche,"Avenida Maestros Campechanos, Campeche, CAMP, Mexico",24095,Campeche,Campeche,sin dato,19.8068661,-90.5285897,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
143,2026,Nissan Ciudad Del Carmen,"Calle 2 S, Puerto Pesquero, 24129 Carmen, CAMP, Mexico",24129,Carmen,Campeche,sin dato,18.6545074,-91.842384,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
144,2026,The Italian Coffee Company,"137 Pedro Sainz de Baranda 137, area Ah, 24010, Campeche, Campeche",24010,Campeche,Campeche,52 800 225 3700,19.8584524,-90.520677,1,1,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
145,2026,Fiesta Inn Tuxtla Gutierrez,Av. Prolongacion Anillo Circunvalacion Sur 248 Santa Elena,29060,Tuxtla Gutierrez,Chiapas,52 961 617 1300,20.3278427,-89.6440716,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
146,2026,Hilton Garden Inn Tuxtla Gutierrez,Blvd. Belisario Dominguez 1641 Jardines de Tuxtla,29020,Tuxtla Gutierrez,Chiapas,52 961 617 1800,16.754118,-93.1472509,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
147,2026,Hotel San Francisco,"Calle Central Sur Oriente 94 Centro, 16 de Septiembre",30700,Tapachula,Chiapas,52 962 620 1000,16.4248202,-93.3213776,3,3,Tesla D,18,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
148,2026,Presidencia Municipal Las Rosas,2295 Estacion de carga Proteccion Civil 30352,30352,Las Rosas,Chiapas,sin dato,16.3623735,-92.3862989,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
149,2026,Restaurante El Caldero,14a Avenida Insurgentes 29200,29200,San Cristobal de las Casas,Chiapas,sin dato,16.73583,-92.6370207,1,1,CCS2,50,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
150,2026,BMW Chiapas,"Blvd, Ciro Farrera 690, Flamboyanes, 29050 Tuxtla Gutierrez, Chis., Mexico",29050,Tuxtla Gutierrez,Chiapas,52 961 617 5800,16.7499668,-93.1518107,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
151,2026,City Express Comitan,"Internacional Ciudad Cuauhtemoc 89a, Los Sabinos, 30093 Comitan de Dominguez, Chis., Mexico",30093,Comitan de Dominguez,Chiapas,sin dato,16.2142169,-92.1148587,2,2,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
152,2026,Estacionamiento Don Lupe,"R8XJVR Boca del Cielo, Chis., Mexico",30500,Tonala,Chiapas,52 965 659 9286,15.8524999,-93.6697199,1,1,NEMA 14-50,7.68,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
153,2026,Expo auto,"Rio Grande 21, Pichinga, 30453 Arriaga, Chis., Mexico",30453,Arriaga,Chiapas,sin dato,16.2361219,-93.8838973,2,2,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
154,2026,Gasolinera Libramiento Norte,"CHIS 230, Las Cruces, 30470 Villaflores, Chis., Mexico",30470,Villaflores,Chiapas,52 961 128 8192,16.2378299,-93.2815016,1,1,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
155,2026,Hilton Garden Inn,"Blvd. Belisario Dominguez 1641, Sin Nombre, Jardines de Tuxtla, 29020 Tuxtla Gutierrez, Chis., Mexico",29020,Tuxtla Gutierrez,Chiapas,sin dato,16.754118,-93.1472509,2,2,Tesla D,11.5,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
156,2026,Hotel Hacienda La Valdiviana,"Hotel Hacienda La Valdiviana, Mexico",53574,Cintalapa,Chiapas,sin dato,16.53574,-93.854849,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
157,2026,Lincoln Chiapas,"Panamericana Km 1090, El Retiro, 29040 Tuxtla Gutierrez, Chis., Mexico",29040,Tuxtla Gutierrez,Chiapas,52 961 617 1110,16.747499,-93.0859994,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
158,2026,Nissan Arriaga,"Costera km 47, Calera, 30450 Arriaga, Chis., Mexico",30450,Arriaga,Chiapas,sin dato,16.2366794,-93.8830368,1,1,SAEJ1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
159,2026,Nissan Tuxtla Oriente,"Mexico MX, Libramiento Sur Otenumero 3545, Francisco I. Madero, 29070 Tuxtla Gutierrez, Chis., Mexico",29070,Tuxtla Gutierrez,Chiapas,sin dato,16.7347408,-93.0931989,1,1,SAE J1772,7,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato,sin dato
